distributor_code,distributor_name,account_profile_class,report_month,commission_owed,amount_paid,amount_unpaid,payment_rate,payment_status,payment_channel,payment_date,exception_flag,data_source
345069,Omole O.R Global Integrated Services Ltd,PENTAGON FRANCHISE,202602,10465.089999999998,9418.58,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311072,Aerizo Network Ltd,PENTAGON FRANCHISE,202602,10046.5,9041.85,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19630,Premium First Yisab Nigeria Ltd,CONNECT STORES,202602,10046.5,6027.9,4018.6,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
71045,Vivat Concepts Ltd,DATA PARTNERS,202602,10046.499999999998,9041.85,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294129,CCA Links Ltd,PENTAGON FRANCHISE,202602,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
335061,Jaiz Communications Nigeria Ltd,PENTAGON FRANCHISE,202602,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413171,Assotel Connect Ltd,CONNECT HUB,202602,10046.48,9041.83,1004.65,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
357058,Salees Mega Communication Ltd,PENTAGON FRANCHISE,202602,10046.48,6027.89,4018.59,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19788,Alpha Tex Solutions Ltd,CONNECT STORES,202602,9890.23,8901.21,989.02,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
365128,Maiburgami Company Nigeria Ltd,PENTAGON FRANCHISE,202602,9890.23,8901.21,989.02,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
430151,Master Vision Broad Technologies Ltd,PENTAGON FRANCHISE,202602,9890.23,8901.21,989.02,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
27023,Telecoms Boutique Ltd,DATA PARTNERS,202602,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19937,Dombee Nigeria Ltd,DATA PARTNERS,202602,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19985,Arcane Associates Ltd,DATA PARTNERS,202602,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413181,UB Smart Connect Ltd,ENTERPRISE BUSINESS,202602,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
356077,Oheha Global Networking and Services Ltd,PENTAGON FRANCHISE,202602,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295083,Acmesynergy Ltd,PENTAGON FRANCHISE,202602,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
377077,Daminiandom Technologies  Ltd,PENTAGON FRANCHISE,202602,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19441,Unique Joe International Communication Ltd,DATA PARTNERS,202602,9209.3,5525.58,3683.72,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
109031,Gamajeji Communication Nig Ltd,ENTERPRISE BUSINESS,202602,9209.3,8288.37,920.93,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
347058,Obiadada Communications Ltd,DEALER,202602,9209.279999999999,8288.35,920.93,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19431,Golad Intl Service Ltd - Ilorin 1 Connect,CONNECT STORES,202602,9209.279999999999,5525.57,3683.71,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
299073,Baars Twinsstore Ventures Ltd,PENTAGON FRANCHISE,202602,8790.689999999999,7911.62,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19370,Moonwalker Connect Ltd,CONNECT STORES,202602,8790.67,5274.4,3516.27,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
322061,Crescita Global Resources Ltd,PENTAGON FRANCHISE,202602,8790.669999999998,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
287072,6Cords Merchant Ltd,PENTAGON FRANCHISE,202602,8790.669999999998,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
327087,City Devices Ltd,PENTAGON FRANCHISE,202602,8790.669999999998,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357073,Golden Events And Marketing Supports Ltd,PENTAGON FRANCHISE,202602,8790.669999999998,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19454,Jem-Jem Ventures Nigeria Ltd,DATA PARTNERS,202602,8790.669999999998,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294075,El-Bethel Infotech Ltd,ENTERPRISE BUSINESS,202602,8372.08,7534.87,837.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19678,Lookman Communications Ltd,DATA PARTNERS,202602,8372.08,7534.87,837.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19384,Seaman Ventures Nigeria Ltd,DEALER,202602,8372.079999999998,7534.87,837.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19742,Tshabron Ltd,CONNECT STORES,202602,8372.079999999998,7534.87,837.21,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
411113,KYC and Xlot Ltd,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19830,Fusaha Ventures Nigeria Ltd,DEALER,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
314064,Princess Excellent Communication Biz,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
414142,We-Connect Communications Ltd,ENTERPRISE BUSINESS,202602,8215.81,4929.49,3286.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
409090,O.C. Godsown Communication Services Ltd,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
361066,Leobiz Communication Ventures Ltd,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
382116,Promeil Resources Ltd,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19492,Newcore Telecoms Ltd,CONNECT STORES,202602,8215.81,7394.23,821.58,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
367073,Emmyfaith Logistics Ltd,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
303070,Bimcom Communications Ltd,PENTAGON FRANCHISE,202602,8215.81,4929.49,3286.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
358059,Celta Management Ltd,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
423146,AY Legacy Multi Services Nig Ltd,PENTAGON FRANCHISE,202602,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357068,Don Macsylvia Corporate Services Ltd,PENTAGON FRANCHISE,202602,7953.49,7158.14,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
329069,Joatech Global Link Investment Ltd,PENTAGON FRANCHISE,202602,7953.49,7158.14,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
347060,Master Vision Broad Technologies Ltd,ENTERPRISE BUSINESS,202602,7953.49,7158.14,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
306060,Electronics Gadgets Nigeria Ltd,PENTAGON FRANCHISE,202602,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337061,Telegate Integrated Network and Investment Ltd,PENTAGON FRANCHISE,202602,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21284,Golden Rule Communications Ltd,DEALER,202602,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365126,Jusnice Communications,PENTAGON FRANCHISE,202602,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19397,Spot Net Technologies Ltd,DATA PARTNERS,202602,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
240049,Megateq Online Communications,ENTERPRISE BUSINESS,202602,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
322066,Kamas Dynamic Synergy Ltd,PENTAGON FRANCHISE,202602,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
146041,Multimesh Technology Ltd,CONNECT HUB,202602,7534.88,6781.39,753.49,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
284086,Me-Jay Gallery Ltd,PENTAGON FRANCHISE,202602,7534.88,6781.39,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365081,Fredlink Telecommunications Ltd,PENTAGON FRANCHISE,202602,7534.879999999999,6781.39,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19673,Golad Intl Services Ltd -Kwara Mall Connect,CONNECT STORES,202602,7534.86,4520.92,3013.94,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
390078,Peapray International Ltd,PENTAGON FRANCHISE,202602,7534.86,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
377071,Dutiful Communications Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
284085,Brymeder Concepts Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
65034,Maryabik Global Services Ltd,CONNECT HUB,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19783,Alennsar Infinity Company Nig Ltd,DEALER,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
341076,Ramson International Communication And Trade Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
269055,X-Factor Diya Enterprises,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
327084,Ricomav Multi-Links Ventures Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344064,IK Don Global Communications Nig. Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
392085,Savwetsmile Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
287074,Benayah Industres Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
406084,Hilbless Inovative Techologies and Consultancy Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19681,Mabi Premium Services Ltd,CONNECT STORES,202602,7534.859999999999,4520.92,3013.94,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
345065,Obasb Communications,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
409089,Sasolarcom Ltd,PENTAGON FRANCHISE,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19341,Channels Tree Telecomms,CONNECT STORES,202602,7534.859999999999,6781.37,753.49,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19963,Ringo Telecommunications Ltd,DATA PARTNERS,202602,7116.27,6404.64,711.63,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357066,Babankiki Communications Ltd,PENTAGON FRANCHISE,202602,7116.269999999999,4269.76,2846.51,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
334061,Macsworth Global Services Nigeria Ltd,PENTAGON FRANCHISE,202602,6697.68,6027.91,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353065,Gpower Telecommunication and Technology Ltd,PENTAGON FRANCHISE,202602,6697.68,6027.91,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294090,Kponi Communications Ltd,PENTAGON FRANCHISE,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19755,Maiburgami Company Nigeria Ltd,DEALER,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
126031,City Devices Ltd,ENTERPRISE BUSINESS,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357071,Jabir Noor Global Ventures Ltd,PENTAGON FRANCHISE,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19471,Yisab Nigeria Ltd,DEALER,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
240048,G.M.B Integrated Nig Ltd,ENTERPRISE BUSINESS,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19475,Zeph Associates Nigeria Ltd,DEALER,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
346061,Dogon Dawa Communication Ltd,PENTAGON FRANCHISE,202602,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19862,Advantica Concepts Ltd,CONNECT STORES,202602,6279.07,5651.16,627.91,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
174046,Tshabron Ltd,ENTERPRISE BUSINESS,202602,6279.07,5651.16,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
408090,Jerry Dav Global Consult Ltd,PENTAGON FRANCHISE,202602,6279.07,5651.16,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
126032,Eficaz Communications Ltd,CONNECT HUB,202602,6279.07,3767.44,2511.63,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
52023,Petrus Technology Services Ltd,DATA PARTNERS,202602,6279.07,5651.16,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19519,Rayyan Multi Resources Ltd,CONNECT STORES,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
341061,Shizaye Multilinks Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
314062,Kaulaha Global Service Nigeria Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350072,Easy and Fast Communication and Services Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349089,Gladsam Ventures Nigeria Ltd,ENTERPRISE BUSINESS,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
377072,Great O.B.Y Networking Nigeria Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
319061,Jaiz Communications Nigeria Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349071,Dtech Support Services Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
342075,Morgan Wilstan Global Resources Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353067,Akadike Digital Communications Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
319060,Arkitoy Nigeria Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344059,Nashuka Comms and Phone Mobile Accessories Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357067,Opech De-Great Ltd,PENTAGON FRANCHISE,202602,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19936,Dimdaal Nigeria Ltd,DATA PARTNERS,202602,5860.46,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
280064,Isaacchuks E Bizcom Ltd,PENTAGON FRANCHISE,202602,5860.46,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19560,Umm Rufaydah Global Resources Nigeria Ltd,CONNECT STORES,202602,5860.46,5274.41,586.05,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
327085,Dewan Communication Ltd,PENTAGON FRANCHISE,202602,5860.46,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294066,Harbour Diamond International Ltd,PENTAGON FRANCHISE,202602,5860.459999999999,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19661,Kadick Integrated Ltd,DEALER,202602,5860.459999999999,3516.28,2344.18,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19349,Manequin Telecom Cctv And Office Equip Ltd,CONNECT STORES,202602,5441.85,4897.67,544.18,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
357093,Ufamelite Nigeria Ltd,PENTAGON FRANCHISE,202602,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19751,E.N.A Prospects Nigeria Ltd,DATA PARTNERS,202602,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337059,Dioha Collins Resources Ltd,PENTAGON FRANCHISE,202602,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
360058,Roda and Juch Nigeria Ltd,PENTAGON FRANCHISE,202602,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
323080,Esteve Communations Ltd,PENTAGON FRANCHISE,202602,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19871,Benjee Communication Nigeria Ltd,DEALER,202602,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
355066,I and S Brainbox Ltd,PENTAGON FRANCHISE,202602,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
356066,F and K Intercontinental Solutions Ltd,PENTAGON FRANCHISE,202602,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344062,Olajire Abisodun Nig Ltd,PENTAGON FRANCHISE,202602,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
366072,Prime Talk Network Ltd,PENTAGON FRANCHISE,202602,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365108,Marvibemm Communications Ltd,PENTAGON FRANCHISE,202602,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
400088,DBC 360 Communications Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311058,Alasco Liquid Nigeria Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353072,CCA Links Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413175,Sixbel Technology Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337060,Glory Standard Agency Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
361068,Buchez Energy Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379099,Perfect Link Telecom Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
360063,Demmy Global Resources Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
341064,Hio Famec Allied Company Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350059,Muzubair Communication,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
306061,Honesty General Merchants Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365113,Emmyboy Communication Services Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
368077,Osinana Ventures Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353064,Sojih Logistics Concept Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
367081,Digilearn Centre Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19902,First March Communications Intl Ltd,CONNECT STORES,202602,5023.24,3013.94,2009.3,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
368076,Olacom Global Resources Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
296077,Ringo Telecommunications Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349080,Bankai Global Concept Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349069,Bizzy Concept Ltd,PENTAGON FRANCHISE,202602,5023.24,3013.94,2009.3,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
341068,Mzags Investment Nig Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
358073,Don Marshal Infinity Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
345062,A.M Ismail Global Services Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
328065,Focus Tech and Telecoms Company Ltd,PENTAGON FRANCHISE,202602,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357072,Ibi Communication Ltd,PENTAGON FRANCHISE,202602,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
358060,Honeyplus Big Ark Ltd,PENTAGON FRANCHISE,202602,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337074,Maidaji Investment Nigeria Ltd,PENTAGON FRANCHISE,202602,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
339064,Emy-V Global Services Nigeria Ltd,PENTAGON FRANCHISE,202602,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
367085,Foremost Chrisilla Services Ltd,PENTAGON FRANCHISE,202602,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
206056,Betawa Global Resources Ltd,CONNECT STORES,202602,4604.65,4144.18,460.47,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
405095,Dekross Telecom Global Ltd,PENTAGON FRANCHISE,202602,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
113031,Bodlink Telecommunications And Services Ltd,CONNECT HUB,202602,4604.65,4144.18,460.47,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
365096,Safaab Integrated Services Ltd,PENTAGON FRANCHISE,202602,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349077,Ola Allahu Telecoms Ltd,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
351063,Alashe Telecoms and Services Ltd,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295091,Royal Digits Multicommunications Ltd,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294093,Magna Et Victoria Ltd,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349068,Belin-Shirawa Global-Link Ltd,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
314061,Bestway Communications Ventures Ltd,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19914,Golden Kobo Plus,DATA PARTNERS,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357064,Febaw Network and Telecoms Ltd,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
335058,Face 2 Face Multimedia Ltd,PENTAGON FRANCHISE,202602,4186.04,2511.62,1674.42,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19662,Kaima Communication Ltd,DATA PARTNERS,202602,4186.04,2511.62,1674.42,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
311060,Megateq Online Communications,PENTAGON FRANCHISE,202602,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
356083,Raphkush International Ltd,PENTAGON FRANCHISE,202602,3767.43,3390.69,376.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
341059,Ali Mohammed Ibi Global Ltd,PENTAGON FRANCHISE,202602,3767.43,2260.46,1506.97,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
